,creator_name,creator_id,backers_count,blurb,is_starred,category.id,category.name,category.parent_id,category.slug,country,currency,goal,spotlight,staff_pick,state,usd_pledged,usd_type,state_num,launched_at_hr,launched_at_day_in_week,launched_at_day_in_month,launched_at_mo,launched_at_yr,deadline_hr,deadline_day_in_week,deadline_day_in_month,deadline_mo,deadline_yr,created_at_hr,created_at_day_in_week,created_at_day_in_month,created_at_mo,created_at_yr,count,success,launched-created,deadline-launched,pledge_perc
3605,Wrestleology,161908943,59,"Our mission is to create apparel that fits the lifestyle of the greatest group of people on the planet, the Wrestling community.",False,263,Apparel,9.0,fashion,US,USD,2500.0,True,False,successful,2965.5,domestic,1,3,5,18,9,2015,3,7,18,10,2015,5,1,14,9,2015,1,True,3,30,118.61999999999999
3606,Tony Schermetzler,1447619364,41,A short film about a young boy who must carry a ladder through the hazards of the night to his young love's high-up window.,False,32,Shorts,11.0,film & video,US,USD,7000.0,True,False,successful,7401.0,international,1,17,1,30,1,2012,16,5,30,3,2012,19,6,7,1,2012,1,True,22,59,105.72857142857144
3607,AlphaNerd,507431118,19,"Enjoy the cold, crisp taste of Boba Cola, or the clean, crisp feel of this T-shirt.  Make a Good Bounty Pay Better.",False,263,Apparel,9.0,fashion,US,USD,20.0,True,False,successful,324.0,domestic,1,13,5,16,6,2017,13,1,26,6,2017,19,7,28,5,2017,1,True,18,10,1620.0
3608,Eric Mann,1429355565,84,A beautiful hand designed fire garden. Designed with high quality materials and fed by clean burning propane.,False,28,Product Design,7.0,design,US,USD,2000.0,True,False,successful,6330.68,international,1,22,5,13,1,2012,21,2,13,3,2012,24,4,12,1,2012,1,True,0,59,316.534
3609,Dirk Murset,1894302567,80,Become a Space Pioneer and successfully establish the first colony on a distant alien planet!,False,34,Tabletop Games,12.0,games,US,USD,600.0,True,False,successful,2752.0,international,1,1,2,16,10,2012,2,4,15,11,2012,16,7,23,9,2012,1,True,22,30,458.6666666666667
3610,SwingingTeresa,160806470,14,SwingingTeresa is a remembrance of a life lost from suicide. They’re taking a stand against the evils of the world. Music is a weapon!,False,241,Metal,14.0,music,US,USD,2500.0,False,False,failed,1245.0,domestic,0,16,4,17,7,2014,16,6,16,8,2014,15,4,10,7,2014,1,False,7,30,49.8
3611,Dog Breath Games,1222485884,272,"Lead your empire and people to greatness by training them in the ways of war, commerce, magic, labor, or entertainment.",False,34,Tabletop Games,12.0,games,US,USD,8000.0,True,True,successful,15119.0,international,1,22,5,22,2,2013,4,1,25,3,2013,18,1,21,1,2013,1,True,32,30,188.9875
3612,Shawn,2100294624,11,An Australian snow/wake/skate/surf apparel label with the aim to unite everyone under the one brand and one community.,False,263,Apparel,9.0,fashion,AU,AUD,1000.0,True,False,successful,858.0947050000001,domestic,1,9,6,14,3,2015,9,1,13,4,2015,11,4,12,3,2015,1,True,1,30,85.8094705
3613,Daniel Bromée (deleted),2055237484,0,"Me. Working in finance at day, creating a documentary about the homeless situation in New York at night. Helping some get a job.",False,294,Experimental,11.0,film & video,SE,SEK,100000.0,False,False,failed,0.0,international,0,10,2,10,2,2015,9,4,12,3,2015,23,6,7,2,2015,1,False,2,29,0.0
3614,Austin Sansom,620888687,68,"An analytical video series about Heaven's Lost Property, explaining why it's the best anime ever made. Help fund YOUTUBE DEBAUCHERY!",False,33,Webseries,11.0,film & video,US,USD,2000.0,True,False,successful,2615.81,international,1,17,3,2,5,2018,17,5,1,6,2018,8,6,10,3,2018,1,True,53,30,130.79049999999998
3615,Raja Afrika,1836752680,1,ASE is dedicated to the realization of Human evolution through the exploration of the world's many different spiritual teachings.,False,259,Civic Design,7.0,design,US,USD,420000.0,False,False,failed,3.0,international,0,18,5,18,9,2015,20,3,23,9,2015,4,1,14,9,2015,1,False,4,5,0.0007142857142857143
3617,Sarah Marie Zarzour,1369221059,38,A professional Oil Pastel Artist and Pug-Lover needs your help in creating an artful calendar for 2015! There are GREAT REWARDS!,False,23,Painting,1.0,art,US,USD,1300.0,True,False,successful,1973.0,international,1,21,1,7,4,2014,21,5,6,6,2014,8,1,31,3,2014,1,True,7,60,151.76923076923077
3619,Jesse Hillis,1278289809,148,"The only hand crafted ceramic gaming dice available. Made to last, these dice are as close to eternal as you can get.",False,34,Tabletop Games,12.0,games,US,USD,1500.0,True,False,successful,9625.0,international,1,20,4,2,5,2013,20,6,1,6,2013,5,2,14,8,2012,1,True,261,30,641.6666666666667
3620,CoSM,50302296,1510,"The next stage of evolution in the acclaimed Sacred Mirrors exhibition. Now, Alex is calling on fans to help build the vision.",False,23,Painting,1.0,art,US,USD,125000.0,True,True,successful,210127.69,international,1,6,4,25,4,2013,4,6,1,6,2013,19,1,15,4,2013,1,True,9,36,168.10215200000002
3623,Briana Pocratsky and Matti Pomeroy,851071003,27,Educational media literacy site that evaluates the cultural content (race/gender/LGBTQ/body/disability) of films for parents/teachers,False,323,Academic,18.0,publishing,US,USD,3000.0,True,True,successful,3025.0,international,1,1,2,10,3,2015,22,5,1,5,2015,23,5,6,3,2015,1,True,3,52,100.83333333333333
3625,Morrus,250609397,995,Build a starship. Brew a potion. Explore a dungeon. Create a universe. Give your wizard a spaceship. Now in hardcover!,False,34,Tabletop Games,12.0,games,GB,GBP,5000.0,True,False,successful,72447.50464883998,international,1,16,1,7,4,2014,21,4,8,5,2014,22,7,1,12,2013,1,True,126,31,1448.9500929767996
3626,Justin Sears,819329974,2,Offering custom paintings and portraits in time for the holidays.,False,23,Painting,1.0,art,US,USD,350.0,False,False,failed,161.0,international,0,1,5,7,11,2014,5,4,20,11,2014,17,1,27,10,2014,1,False,10,13,46.0
3627,Joe Freedman,1765367532,75,This toy brings animated gifs of your photos to life. You can make a movie with just 2 photos using this beautiful & entertaining toy.,False,28,Product Design,7.0,design,US,USD,1200.0,True,True,successful,5550.0,international,1,23,1,30,4,2012,23,3,30,5,2012,2,7,29,4,2012,1,True,1,30,462.5
3628,Greg Devitt,100299631,2,Creating art and lasting memories. Most things we create end up in a landfill — help us create something with staying power.,False,23,Painting,1.0,art,CA,CAD,800.0,False,False,failed,18.591421,international,0,13,4,17,7,2014,13,7,31,8,2014,19,3,9,7,2014,1,False,7,45,2.323927625
3629,The Sammus Theory,316364414,113,Bringing together music fans to help make The Sammus Theory's best record to date.,False,43,Rock,14.0,music,US,USD,10000.0,True,False,successful,14350.0,international,1,19,1,29,10,2012,20,3,28,11,2012,2,3,24,10,2012,1,True,5,30,143.5
3630,Sandra Metcalf,353303238,0,So many women believe they are past their prime or are no longer beautiful after 40 or 50. My project is to prove this theory wrong.,False,278,People,15.0,photography,US,USD,2000.0,False,False,failed,0.0,international,0,5,5,26,9,2014,5,7,26,10,2014,6,1,7,7,2014,1,False,80,30,0.0
3631,Matthew Demore,844378749,17,"No End Apparel is about unique hoodies! We use only material, no print! Collect these great hoodies today, and help us grow!",False,263,Apparel,9.0,fashion,US,USD,1500.0,True,False,successful,2005.0,domestic,1,17,1,22,6,2015,17,4,6,8,2015,22,7,21,6,2015,1,True,0,45,133.66666666666666
3632,Bluebox Entertainment™,1814151227,3,"I came from Ellsworth Main to NYC by the seat of my pants, and I have been inspired to record my first album of 11 songs...",False,42,Pop,14.0,music,US,USD,32000.0,False,False,failed,175.0,international,0,24,5,3,8,2012,24,7,2,9,2012,19,6,26,5,2012,1,False,69,30,0.546875
3633,christine walinski,1921848639,49,"A new series depicting ""yearning"" for what was: nostalgia, memories, time passed, while reflecting on the future and what is to be.",False,23,Painting,1.0,art,US,USD,2850.0,True,False,successful,2966.0,international,1,13,3,15,8,2012,13,1,17,9,2012,5,4,28,6,2012,1,True,48,33,104.0701754385965
3634,The Spartones,462716247,166,"The UNCG Spartones are excited about producing their seventh a cappella album, 'In Retrospect.'",False,42,Pop,14.0,music,US,USD,7525.0,True,False,successful,9235.0,international,1,5,5,25,1,2013,5,6,9,3,2013,16,3,9,1,2013,1,True,15,43,122.72425249169434
3635,Darwin Hamid,1788315892,40,"We are building Green Lodge Glamping at Nusa Lembongan Island, Bali. Up to 10 Tent Bungalows surrounded by nature.",False,258,Architecture,7.0,design,DE,EUR,25000.0,True,False,successful,30428.11491965,international,1,8,5,3,3,2017,7,7,2,4,2017,20,3,1,3,2017,1,True,1,29,121.7124596786
3636,SandmaRine,1557135028,92,"Elves, Aliens, Vampires, Clones and more strange beings populate the BloodHunters universe... Let's create the next chapter together!",False,253,Webcomics,3.0,comics,US,USD,500.0,True,False,successful,1651.0,domestic,1,4,3,13,8,2014,4,4,28,8,2014,19,5,4,7,2014,1,True,39,15,330.2
3638,Francesca Passoni and Cristina Cook (deleted),501930068,371,A minimalist silicone bracelet with a function. Gokey securely conceals your key while you are on the go.,False,28,Product Design,7.0,design,US,USD,10000.0,True,False,successful,13171.0,international,1,19,3,4,4,2012,19,1,14,5,2012,16,7,18,12,2011,1,True,108,40,131.70999999999998
3639,Jim Berry,1195958919,323,"A thrilling tale from The Battle Of The Little Big Horn (Greasy Grass) featuring art by legendary illustrator, Val Mayerik.",False,252,Graphic Novels,3.0,comics,US,USD,30000.0,True,True,successful,33020.0,domestic,1,4,5,30,5,2014,4,4,26,6,2014,21,5,16,5,2014,1,True,13,26,110.06666666666666
3641,Anthony Middleton,1033109597,8,"This campaign is to support the creation of 'Seedling', a new 30minute outdoor acrobatic dance performance from 'theMiddletonCorpus'.",False,254,Performances,6.0,dance,GB,GBP,600.0,True,False,successful,1279.3239783,domestic,1,22,6,16,9,2017,23,5,27,10,2017,15,3,13,9,2017,1,True,3,41,213.22066304999998
3642,Diane Hendrix,1036325713,103,"""Insider"" web stories of East African start-ups with business ideas for social change in Kenya, Rwanda, and Tanzania.",False,33,Webseries,11.0,film & video,US,USD,8000.0,True,True,successful,8050.0,international,1,11,6,25,6,2011,11,3,24,8,2011,19,5,17,6,2011,1,True,7,60,100.62500000000001
3643,CW Karstens,819568574,278,"Divide, Defend, Conquer.  A strategy game where players compete for the king's favor by defending the kingdom from dragons and orcs.",False,34,Tabletop Games,12.0,games,US,USD,16000.0,True,True,successful,20483.0,international,1,14,2,21,6,2011,5,1,15,8,2011,20,3,1,6,2011,1,True,19,54,128.01875
3646,micah,604854783,2,"I dance, mainly for my kids. But, I love to dance & watch them learn how, I need new hole free dance socks.",False,254,Performances,6.0,dance,US,USD,7.0,True,False,successful,14.0,domestic,1,2,2,15,7,2014,3,7,24,8,2014,3,3,9,7,2014,1,True,5,40,200.0
3647,Koo Koo Kanga Roo,851413695,109,Gross is a celebration of the yucky things in life. Five great songs about the icky stuff your body produces.,False,42,Pop,14.0,music,US,USD,999.0,True,False,successful,3800.33,international,1,14,2,10,2,2015,3,5,20,2,2015,19,5,6,2,2015,1,True,3,9,380.41341341341337
3648,Robert Gregson and Local Empire,1554895038,361,A dark comedy about the crazy world of trivia and the people who don’t take it trivially.,False,292,Comedy,11.0,film & video,US,USD,35000.0,True,True,successful,35635.11,international,1,16,6,30,8,2014,16,1,29,9,2014,1,5,29,8,2014,1,True,1,30,101.8146
3649,Gamila Company: Aly & Beth Khalifa,21908512,2449,A one-cup-at-a-time coffee maker & to-go cup that brews \u0003delicious full-bodied coffee and stays hot forever without getting bitter.,False,28,Product Design,7.0,design,US,USD,50000.0,True,False,successful,131130.5,international,1,16,3,3,10,2012,21,6,3,11,2012,21,5,7,9,2012,1,True,25,31,262.26099999999997
3650,Nautical Mile,1461880768,14,Nautical Mile will be headed to the studio to record new material featuring their new singer.  Expect four great new songs.,False,42,Pop,14.0,music,US,USD,1000.0,False,False,failed,470.0,international,0,18,5,14,1,2011,18,7,13,2,2011,21,4,30,12,2010,1,False,14,30,47.0
3652,Cheri Riechers,1493511409,23,Become an art Rock Star! Learn painting techniques through step by step art kits. Discover the fun of tapping your inner creativity.,False,23,Painting,1.0,art,US,USD,18000.0,False,False,failed,3103.0,international,0,14,5,21,6,2013,14,7,21,7,2013,22,1,22,4,2013,1,False,59,30,17.23888888888889
3653,Nicole Royer,1535903004,13,"Nicole Royer, Abstract Action Painter, will create a series & book based on the joys, trials & tribulations of pregnancy & newborn life",False,23,Painting,1.0,art,US,USD,4000.0,False,False,failed,1705.0,international,0,1,4,18,4,2013,1,6,18,5,2013,1,1,25,3,2013,1,False,23,30,42.625
3655,Chelsea Carlson,1233563972,85,"Following three years of performing and writing, Chelsea Carlson is recording her first CD!",False,43,Rock,14.0,music,US,USD,3500.0,True,False,successful,5050.0,international,1,16,4,26,9,2013,17,7,10,11,2013,17,5,20,9,2013,1,True,5,45,144.28571428571428
3656,Vince Marino & Ted Pirro,830592190,28,"Mackenzie Dylan, a successful yet troubled New York-based writer works through his issues by hosting a Talk Show...In His Mind!",False,33,Webseries,11.0,film & video,US,USD,600.0,True,False,successful,820.0,international,1,2,1,7,1,2013,2,3,6,2,2013,19,7,16,12,2012,1,True,21,30,136.66666666666666
3657,Stephen Coffey,703093372,357,"A deck of playing cards that double as a set of instant characters for use in roleplaying games, fiction or storytelling.",False,34,Tabletop Games,12.0,games,GB,GBP,900.0,True,False,successful,6602.0305605567,international,1,11,5,12,4,2013,2,6,18,5,2013,23,2,1,1,2013,1,True,100,35,733.5589511729667
3658,Owen Danoff,1463109742,246,I've been writing.  I've been performing.  I want to take the next step and record my first full-length album.,False,42,Pop,14.0,music,US,USD,15000.0,True,False,successful,19391.46,international,1,13,3,15,5,2013,4,1,1,7,2013,24,7,27,1,2013,1,True,107,46,129.2764
3659,Nakisha VanderHoeven,2049847855,107,The Badgers Forest Tarot is an art tarot deck from the creator of the Rabbit Tarot. It has 78 unique cards featuring woodland animals.,False,34,Tabletop Games,12.0,games,US,USD,6800.0,True,False,successful,7179.0,international,1,24,3,3,7,2013,24,5,2,8,2013,18,2,2,7,2013,1,True,1,30,105.5735294117647
3660,Claresa Baggs,144276735,2,Seeking funds to purchase flash drives in order to donate free professional Senior Photos to disadvantaged High School Seniors.,False,278,People,15.0,photography,US,USD,2500.0,False,False,failed,10.0,international,0,18,3,30,7,2014,18,5,29,8,2014,18,4,24,7,2014,1,False,6,30,0.4
3661,The Old Howard Theatre Company (deleted),1052313768,1,We are a small theatre company looking to provide world class theatre to the working class in the Greater New York area.,False,286,Spaces,17.0,theater,US,USD,14920.0,False,False,failed,50.0,international,0,1,4,2,6,2016,1,1,1,8,2016,21,3,1,6,2016,1,False,0,60,0.3351206434316354
3662,Maxxxwell Carlisle,732520546,34,THE NEW POWERMETAL CONCEPT ALBUM by MAXXXWELL CARLISLE! Space.....The source of all METAL!,False,241,Metal,14.0,music,US,USD,8500.0,False,False,failed,2355.0,domestic,0,3,6,8,11,2014,3,1,8,12,2014,19,1,3,11,2014,1,False,4,30,27.705882352941174
3664,Joshua Harestad,1258484075,0,Mrprettypictures.com will have free and beautiful hi res and artistic photos. Check out mr_pretty_pictures on Instagram for samples!!!,False,277,Nature,15.0,photography,US,USD,3500.0,False,False,failed,0.0,international,0,23,4,27,7,2017,23,6,26,8,2017,21,4,27,7,2017,1,False,0,30,0.0
3665,"Kristen Lewis, Walking Bear Productions",268360293,19,"Support this powerful, hopeful, courageous dance. 2 years in the making.Through all the dirt and struggle, there is also this: freedom.",False,254,Performances,6.0,dance,CA,CAD,2500.0,True,False,successful,2175.2269738,domestic,1,19,2,2,6,2015,19,4,2,7,2015,23,1,25,5,2015,1,True,7,30,87.009078952
3666,Brian Gosalvez,2033069691,24,Quis Deo's First Full-Length Studio Album,False,241,Metal,14.0,music,US,USD,600.0,True,False,successful,745.0,domestic,1,16,3,23,4,2014,4,2,3,6,2014,14,3,9,4,2014,1,True,14,40,124.16666666666667
3668,Ishah Wright (deleted),1710643524,2,"Movie Actress/Recording Artist Laurah Guillen aka Ishah Wright hit top popularity in iTunes w/ Miracle. Now on her own, help her album!",False,42,Pop,14.0,music,US,USD,40000.0,False,False,failed,10001.0,international,0,16,2,13,12,2011,1,6,11,2,2012,1,2,13,12,2011,1,False,0,59,25.0025
3669,Matt J. Doyle,678178909,0,"""The Artist's Process (TAP)"" is a Top Free Web, TV Show, Series in which artists perform their crafts from A to Z!",False,33,Webseries,11.0,film & video,US,USD,1000.0,False,False,failed,0.0,international,0,18,2,19,7,2011,18,6,17,9,2011,17,2,19,7,2011,1,False,0,60,0.0
3670,JASON MAXWELL,1545517208,449,Expedition: Famous Explorers - A Board Game By 5 Time Spiel des Jahres Winner Wolfgang Kramer!,False,34,Tabletop Games,12.0,games,US,USD,20000.0,True,True,successful,27011.0,international,1,24,2,5,3,2013,6,7,31,3,2013,19,1,12,11,2012,1,True,113,25,135.05499999999998
